x y lat lon sand clay color fractional coverage of grid by vegetation class (columns: 18 IGBP classes, sum to 1.0 per cell) -- ParFlow-CLM v3.15 (2026)
CLASSIC 2-LINE HEADER: drv_readvegtf skips exactly two lines; do NOT add banner comments here (they get read as data and crash CLM init)
25 7 38.740450 -106.801030 0.31 0.26 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
26 7 38.741579 -106.789261 0.34 0.23 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
27 7 38.742706 -106.777492 0.69 0.08 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
28 7 38.743832 -106.765722 0.16 0.05 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
29 7 38.744956 -106.753952 0.28 0.05 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
30 7 38.746079 -106.742181 0.69 0.08 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
31 7 38.747201 -106.730410 0.66 0.11 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
32 7 38.748322 -106.718638 0.66 0.11 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 8 38.722135 -107.084848 0.43 0.17 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 8 38.723296 -107.073088 0.38 0.26 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 8 38.724456 -107.061327 0.40 0.23 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 8 38.725614 -107.049565 0.40 0.20 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 8 38.726771 -107.037804 0.32 0.23 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
6 8 38.727927 -107.026042 0.38 0.21 4 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
7 8 38.729081 -107.014279 0.43 0.17 4 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
8 8 38.730234 -107.002516 0.40 0.22 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
9 8 38.731386 -106.990752 0.39 0.24 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
10 8 38.732536 -106.978989 0.39 0.24 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11 8 38.733685 -106.967224 0.39 0.24 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12 8 38.734833 -106.955459 0.38 0.25 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13 8 38.735979 -106.943694 0.40 0.23 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
14 8 38.737124 -106.931929 0.40 0.23 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
15 8 38.738268 -106.920163 0.40 0.23 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
16 8 38.739410 -106.908396 0.40 0.24 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
17 8 38.740551 -106.896629 0.42 0.24 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
18 8 38.741690 -106.884862 0.39 0.25 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
19 8 38.742829 -106.873094 0.38 0.24 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
20 8 38.743965 -106.861326 0.52 0.18 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
21 8 38.745101 -106.849557 0.46 0.21 4 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
22 8 38.746235 -106.837788 0.41 0.22 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
23 8 38.747368 -106.826019 0.42 0.20 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
24 8 38.748499 -106.814249 0.37 0.23 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
25 8 38.749630 -106.802478 0.46 0.18 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
26 8 38.750758 -106.790708 0.69 0.08 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
27 8 38.751886 -106.778936 0.57 0.14 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
28 8 38.753012 -106.767165 0.16 0.05 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
29 8 38.754137 -106.755393 0.58 0.12 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
30 8 38.755260 -106.743620 0.28 0.05 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
31 8 38.756382 -106.731847 0.27 0.05 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
32 8 38.757503 -106.720074 0.26 0.05 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
1 9 38.731310 -107.086337 0.37 0.27 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 9 38.732471 -107.074575 0.40 0.24 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 9 38.733631 -107.062813 0.42 0.20 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
4 9 38.734790 -107.051050 0.41 0.22 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
5 9 38.735947 -107.039286 0.39 0.23 5 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
6 9 38.737103 -107.027522 0.57 0.13 5 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
7 9 38.738258 -107.015758 0.40 0.20 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8 9 38.739411 -107.003993 0.38 0.23 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
9 9 38.740563 -106.992228 0.31 0.22 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
10 9 38.741713 -106.980463 0.39 0.24 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11 9 38.742862 -106.968697 0.37 0.28 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12 9 38.744010 -106.956930 0.37 0.27 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13 9 38.745157 -106.945163 0.39 0.24 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
14 9 38.746302 -106.933396 0.40 0.22 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
15 9 38.747446 -106.921628 0.40 0.22 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
16 9 38.748588 -106.909860 0.39 0.24 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
17 9 38.749729 -106.898091 0.37 0.27 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
18 9 38.750869 -106.886322 0.38 0.27 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
19 9 38.752007 -106.874553 0.39 0.24 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
20 9 38.753144 -106.862783 0.54 0.17 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
21 9 38.754280 -106.851012 0.50 0.19 4 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
22 9 38.755414 -106.839242 0.41 0.21 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
23 9 38.756547 -106.827471 0.41 0.21 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
24 9 38.757679 -106.815699 0.34 0.25 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 9 38.758809 -106.803927 0.69 0.08 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
26 9 38.759938 -106.792154 0.23 0.05 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
27 9 38.761066 -106.780381 0.22 0.05 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
28 9 38.762192 -106.768608 0.44 0.10 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
29 9 38.763317 -106.756834 0.57 0.12 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
30 9 38.764441 -106.745060 0.62 0.13 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
31 9 38.765563 -106.733286 0.20 0.05 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
32 9 38.766684 -106.721511 0.15 0.04 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 10 38.740486 -107.087827 0.43 0.22 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 10 38.741647 -107.076063 0.38 0.26 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 10 38.742807 -107.064299 0.42 0.20 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 10 38.743966 -107.052534 0.40 0.22 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
5 10 38.745123 -107.040769 0.42 0.17 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6 10 38.746279 -107.029004 0.42 0.14 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
7 10 38.747434 -107.017238 0.39 0.23 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8 10 38.748588 -107.005471 0.38 0.22 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9 10 38.749740 -106.993704 0.27 0.22 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10 10 38.750890 -106.981937 0.40 0.23 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11 10 38.752040 -106.970169 0.37 0.28 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12 10 38.753188 -106.958401 0.37 0.28 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13 10 38.754334 -106.946632 0.38 0.26 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14 10 38.755480 -106.934863 0.40 0.23 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
15 10 38.756624 -106.923094 0.40 0.22 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
16 10 38.757766 -106.911324 0.40 0.23 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
17 10 38.758908 -106.899554 0.37 0.27 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
18 10 38.760048 -106.887783 0.37 0.27 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
19 10 38.761186 -106.876012 0.40 0.23 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20 10 38.762323 -106.864240 0.54 0.19 5 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
21 10 38.763459 -106.852468 0.48 0.16 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
22 10 38.764594 -106.840696 0.44 0.16 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
23 10 38.765727 -106.828923 0.51 0.14 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
24 10 38.766859 -106.817149 0.58 0.16 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 10 38.767989 -106.805376 0.67 0.13 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
26 10 38.769119 -106.793602 0.22 0.05 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
27 10 38.770246 -106.781827 0.22 0.05 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
28 10 38.771373 -106.770052 0.66 0.12 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
29 10 38.772498 -106.758276 0.66 0.12 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
30 10 38.773622 -106.746501 0.27 0.05 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
31 10 38.774744 -106.734724 0.69 0.08 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
32 10 38.775865 -106.722948 0.69 0.08 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 11 38.749661 -107.089317 0.38 0.26 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 11 38.750823 -107.077552 0.38 0.26 4 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
3 11 38.751983 -107.065786 0.43 0.19 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 11 38.753142 -107.054019 0.40 0.22 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
5 11 38.754300 -107.042253 0.31 0.16 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
6 11 38.755456 -107.030485 0.26 0.20 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
7 11 38.756611 -107.018718 0.45 0.20 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8 11 38.757764 -107.006949 0.41 0.21 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9 11 38.758917 -106.995181 0.40 0.22 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10 11 38.760068 -106.983412 0.40 0.24 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11 11 38.761217 -106.971642 0.38 0.27 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12 11 38.762365 -106.959873 0.37 0.28 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13 11 38.763512 -106.948102 0.39 0.24 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14 11 38.764658 -106.936331 0.40 0.22 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
15 11 38.765802 -106.924560 0.40 0.22 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
16 11 38.766945 -106.912789 0.40 0.23 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
17 11 38.768086 -106.901017 0.37 0.28 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
18 11 38.769226 -106.889244 0.37 0.28 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
19 11 38.770365 -106.877471 0.41 0.22 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20 11 38.771503 -106.865698 0.58 0.15 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
21 11 38.772639 -106.853924 0.46 0.12 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
22 11 38.773773 -106.842150 0.48 0.16 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
23 11 38.774907 -106.830375 0.47 0.15 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
24 11 38.776039 -106.818600 0.68 0.11 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 11 38.777169 -106.806825 0.20 0.05 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
26 11 38.778299 -106.795049 0.20 0.05 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
27 11 38.779427 -106.783273 0.22 0.05 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
28 11 38.780553 -106.771496 0.15 0.04 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
29 11 38.781679 -106.759719 0.66 0.12 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
30 11 38.782803 -106.747941 0.20 0.05 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
31 11 38.783925 -106.736163 0.18 0.30 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
32 11 38.785047 -106.724385 0.44 0.21 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 12 38.758837 -107.090808 0.38 0.27 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 12 38.759999 -107.079041 0.38 0.26 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 12 38.761159 -107.067273 0.43 0.19 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 12 38.762318 -107.055505 0.40 0.23 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
5 12 38.763476 -107.043736 0.30 0.19 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
6 12 38.764633 -107.031967 0.17 0.21 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
7 12 38.765788 -107.020198 0.43 0.18 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
8 12 38.766942 -107.008428 0.29 0.20 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9 12 38.768094 -106.996658 0.34 0.20 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10 12 38.769245 -106.984887 0.39 0.24 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11 12 38.770395 -106.973116 0.39 0.23 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12 12 38.771543 -106.961344 0.39 0.24 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
13 12 38.772690 -106.949572 0.38 0.25 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14 12 38.773836 -106.937800 0.38 0.25 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
15 12 38.774980 -106.926027 0.38 0.26 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
16 12 38.776123 -106.914254 0.38 0.25 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
17 12 38.777265 -106.902480 0.41 0.21 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
18 12 38.778405 -106.890706 0.42 0.21 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
19 12 38.779544 -106.878931 0.41 0.22 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20 12 38.780682 -106.867156 0.63 0.13 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
21 12 38.781818 -106.855381 0.43 0.10 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
22 12 38.782953 -106.843605 0.67 0.10 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
23 12 38.784087 -106.831829 0.67 0.11 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
24 12 38.785219 -106.820052 0.22 0.28 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 12 38.786350 -106.808275 0.66 0.12 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
26 12 38.787479 -106.796497 0.69 0.08 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
27 12 38.788607 -106.784719 0.17 0.30 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
28 12 38.789734 -106.772941 0.21 0.05 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
29 12 38.790860 -106.761162 0.66 0.12 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
30 12 38.791984 -106.749383 0.18 0.05 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
31 12 38.793107 -106.737603 0.17 0.30 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
32 12 38.794228 -106.725823 0.17 0.30 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 13 38.768013 -107.092299 0.40 0.25 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 13 38.769175 -107.080530 0.46 0.17 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 13 38.770335 -107.068761 0.43 0.18 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 13 38.771495 -107.056991 0.51 0.16 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
5 13 38.772653 -107.045221 0.39 0.24 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
6 13 38.773809 -107.033450 0.38 0.23 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7 13 38.774965 -107.021679 0.40 0.22 4 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
8 13 38.776119 -107.009907 0.39 0.18 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9 13 38.777271 -106.998135 0.41 0.20 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10 13 38.778423 -106.986363 0.39 0.25 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11 13 38.779573 -106.974590 0.39 0.24 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12 13 38.780721 -106.962817 0.39 0.24 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13 13 38.781868 -106.951043 0.38 0.25 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14 13 38.783014 -106.939269 0.39 0.25 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
15 13 38.784159 -106.927494 0.39 0.24 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
16 13 38.785302 -106.915719 0.39 0.24 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
17 13 38.786444 -106.903944 0.41 0.22 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
18 13 38.787584 -106.892168 0.40 0.22 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
19 13 38.788723 -106.880392 0.40 0.23 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
20 13 38.789861 -106.868615 0.41 0.23 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
21 13 38.790998 -106.856838 0.69 0.08 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
22 13 38.792133 -106.845060 0.67 0.10 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
23 13 38.793267 -106.833282 0.67 0.10 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
24 13 38.794399 -106.821504 0.62 0.10 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
25 13 38.795530 -106.809725 0.68 0.09 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
26 13 38.796660 -106.797946 0.69 0.08 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
27 13 38.797788 -106.786166 0.17 0.30 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
28 13 38.798915 -106.774386 0.17 0.30 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
29 13 38.800041 -106.762605 0.17 0.30 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
30 13 38.801165 -106.750824 0.43 0.10 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
31 13 38.802288 -106.739043 0.17 0.30 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
32 13 38.803410 -106.727261 0.20 0.28 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 14 38.777189 -107.093790 0.41 0.24 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 14 38.778351 -107.082020 0.43 0.20 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 14 38.779512 -107.070249 0.48 0.18 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
4 14 38.780671 -107.058477 0.45 0.19 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 14 38.781829 -107.046705 0.40 0.13 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6 14 38.782986 -107.034933 0.40 0.07 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
7 14 38.784142 -107.023160 0.48 0.15 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8 14 38.785296 -107.011387 0.37 0.20 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9 14 38.786449 -106.999613 0.30 0.21 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10 14 38.787600 -106.987839 0.37 0.29 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11 14 38.788750 -106.976064 0.37 0.28 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12 14 38.789899 -106.964289 0.38 0.26 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13 14 38.791047 -106.952514 0.39 0.24 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14 14 38.792193 -106.940738 0.38 0.25 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
15 14 38.793337 -106.928962 0.39 0.24 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
16 14 38.794481 -106.917185 0.40 0.23 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
17 14 38.795623 -106.905408 0.42 0.21 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
18 14 38.796764 -106.893630 0.40 0.22 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
19 14 38.797903 -106.881852 0.40 0.23 4 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
20 14 38.799041 -106.870074 0.46 0.21 5 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
21 14 38.800178 -106.858295 0.67 0.13 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
22 14 38.801313 -106.846516 0.67 0.13 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
23 14 38.802447 -106.834736 0.67 0.10 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
24 14 38.803579 -106.822956 0.66 0.10 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 14 38.804711 -106.811175 0.48 0.15 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
26 14 38.805841 -106.799394 0.68 0.08 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
27 14 38.806969 -106.787613 0.17 0.30 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
