date,LE_W/m2,H_W/m2,Rn_W/m2,TA_degC,G_W/m2,et_mm_day_published
2018-03-28,13.77498626,34.73809485,-22.66129923,-2.614861164,0.275708589,0.475873176
2018-03-29,12.54467319,32.64641378,-50.52229019,-2.927101883,0.26473476,0.433370557
2018-03-30,13.35650414,25.22122164,10.32355831,,0.417876562,0.442190541
2018-03-31,21.87185318,11.85996059,88.89026731,1.955297043,0.230827368,0.75558901
2018-04-01,26.56480361,6.904815593,94.76339594,5.187326324,0.213380174,0.917712528
2018-04-02,37.53007984,8.452920904,106.6688685,,0.201630028,1.134455832
2018-04-03,19.3126577,16.72997833,76.88355287,,0.199728853,0.389187504
2018-04-04,24.41106849,20.22691446,77.53767458,-0.672033156,0.191322117,0.843309203
2018-04-05,15.08755588,25.04925568,85.94322399,0.10100856,0.184380119,0.521217444
2018-04-06,0.37944419,-0.355451516,24.50172797,,0.180495134,0.000546181
2018-04-07,24.51200549,43.33543333,68.53984136,,0.173870416,0.176415873
2018-04-08,48.92430538,21.84814688,94.75524799,,0.169967893,1.267610951
2018-04-09,28.95900364,42.23800868,119.6761986,0.21214234,0.162863876,1.000422997
2018-04-10,23.30913097,31.17448624,124.9195847,0.870064878,0.158673004,0.80524147
2018-04-11,28.96626849,23.57833349,139.5383979,4.774787495,0.151498434,1.00067397
2018-04-12,34.21833863,-3.735665065,70.96542862,5.228464052,0.148005771,1.182112938
2018-04-13,47.99922129,66.15987586,163.6714166,-4.032785002,0.143766193,1.658189812
2018-04-14,48.61411428,55.77916817,182.5327092,-1.754168441,0.131440183,1.679432017
2018-04-15,30.49185183,62.93919581,183.6557736,1.736818844,0.123161224,1.053377048
2018-04-16,25.83169685,19.53220029,101.7918989,5.767749202,-0.134470764,0.892386488
2018-04-17,36.29906045,27.04437173,82.34764228,0.177967731,0.044352329,1.253993932
2018-04-18,35.26216431,66.76379703,182.6933964,,-0.030160279,1.167415916
2018-04-19,40.06406333,40.47654535,151.6332318,4.126475686,1.156300683,1.384060404
2018-04-20,28.98895306,35.11495683,87.09557923,0.315812187,6.964787341,0.625911022
2018-04-21,51.43822907,79.20335846,156.708635,2.585787282,25.34350525,1.036580066
2018-04-22,55.29444819,86.51070761,216.6519569,4.339579441,31.22350289,1.671435539
2018-04-23,42.21364862,51.85926445,176.6772022,5.777787596,26.24938326,1.458320368
2018-04-24,50.83843737,34.15651518,162.496442,5.887376117,17.09191142,1.53673965
2018-04-25,47.32954791,63.41787606,195.8761004,2.235221993,4.362149591,1.566927856
2018-04-26,47.99637611,69.20965293,206.0129596,3.612625022,-0.050380542,1.658091522
2018-04-27,46.10139319,65.92953466,199.564148,5.25783415,3.263189982,1.592627098
2018-04-28,33.34409029,41.08270372,155.5191859,5.674798345,20.65868741,1.055918413
2018-04-29,48.81496501,56.47539122,148.3769089,8.44417391,6.45907775,1.264777982
2018-04-30,50.13993892,72.30266288,172.4297014,6.017120965,2.430990917,1.732143432
2018-05-01,26.60949972,37.36056675,99.91054035,3.519084391,-1.770058978,0.919256608
2018-05-02,24.13478844,40.54985682,120.2314586,3.397406851,5.323238179,0.764284384
2018-05-03,46.10037127,57.0621476,100.5256297,2.553225146,1.135442607,1.061727863
2018-05-04,51.62763004,64.62942178,221.1582835,3.794849625,13.38415486,1.783537479
2018-05-05,52.69762465,66.48011456,211.9138508,6.232654845,14.12511551,1.820501707
2018-05-06,47.68991308,43.75038491,171.8779238,8.135285098,4.716447871,1.647504394
2018-05-07,40.07267336,32.81454635,139.9472111,8.984717677,3.177624427,1.384357848
2018-05-08,67.37170036,71.84877075,219.089346,9.249968984,21.22136572,2.036505617
2018-05-09,62.64103751,52.05688154,147.4805998,11.61295226,14.44343646,1.62300649
2018-05-10,61.05321559,52.74395734,201.6057287,11.04227736,19.67303087,2.109155469
2018-05-11,45.16113698,24.55687893,124.025782,11.78168079,16.06434818,1.560144836
2018-05-12,49.28920693,42.0895708,149.8767092,11.86377571,18.05670279,1.70275389
2018-05-13,55.92754933,65.37349606,171.493963,9.368785459,17.45714311,1.932083271
2018-05-14,62.47452175,68.63252323,197.7746455,6.212489548,14.09674715,2.158256169
2018-05-15,63.66361592,67.89057392,209.6443251,7.326208336,17.93074963,2.199334832
2018-05-16,64.16014743,66.75581148,220.418294,8.710055628,24.80681291,2.2164881
2018-05-17,74.24458905,68.55365586,221.7412517,9.313525584,24.66603982,2.564867051
2018-05-18,61.32894724,57.17857163,180.8311983,8.181664284,17.2445964,2.118680944
2018-05-19,64.57933327,58.70776241,158.5286573,7.145318908,12.68936473,1.859141142
2018-05-20,55.18451128,32.49779573,114.298063,8.631032442,7.07330456,1.19150884
2018-05-21,68.43912144,63.51510018,154.1024075,10.49968875,13.16873725,1.674719805
2018-05-22,58.24431392,60.99263659,148.7191604,9.378460458,15.02819017,1.509088981
2018-05-23,65.8154951,56.22186701,173.2730245,9.228992777,18.22673205,2.084201204
2018-05-24,83.82738651,68.16678255,224.7406383,8.998016487,23.71511324,2.895916111
2018-05-25,78.07003894,56.09852547,221.977213,10.97086686,28.59627094,2.697021737
2018-05-26,60.21756445,18.47249548,122.7572208,11.27116854,14.25185834,2.080286913
2018-05-27,85.11885343,52.80561624,226.2770261,11.95483333,28.43234549,2.940531362
2018-05-28,55.15529652,28.17762783,123.0863435,8.2949885,11.66292132,1.905404886
2018-05-29,56.94314018,50.44322983,160.60567,7.974836434,13.06370433,1.967168057
2018-05-30,56.37378466,35.36182372,131.0110005,8.527799432,11.84155451,1.785207415
2018-05-31,120.1005489,69.34758284,228.7244574,15.23341702,24.13421936,2.766010242
2018-06-01,110.9003232,63.2231948,224.2286194,12.38266633,24.25241297,3.831182698
2018-06-02,102.2369285,55.29415095,222.0170982,10.45593618,22.35890013,3.531895492
2018-06-03,47.78335659,18.93029749,107.2600359,9.144582941,12.83082922,1.650732511
2018-06-04,139.0771722,70.67364347,228.7288394,14.51146205,20.83890697,3.403247876
2018-06-05,98.48371574,30.58992489,202.6359935,12.80431627,21.9964083,3.402236321
2018-06-06,82.79243836,19.80448928,163.5625807,12.06905965,17.70464561,2.860162605
2018-06-07,117.4121825,29.24365436,214.4753007,12.04510169,19.17752235,4.056142572
2018-06-08,116.3715288,35.51924927,221.6940705,11.69559826,18.2246992,4.020191959
2018-06-09,117.1276107,35.63264055,215.9546212,12.01765659,16.84740892,4.046311701
2018-06-10,137.2004411,38.23949764,216.0078297,12.88470172,14.25929825,4.739751344
2018-06-11,124.3250485,45.6700442,222.648848,11.44005063,14.89871264,4.294955693
2018-06-12,112.6252665,23.45881631,196.9720141,11.87114564,14.04291691,3.890772903
2018-06-13,131.9624917,27.67286385,228.8732202,14.20622915,16.73520533,4.558800192
2018-06-14,103.6216003,13.16411896,179.5354149,15.29549789,17.23648624,3.579730613
2018-06-15,100.365926,18.62420751,181.4012021,13.37654964,31.93239747,3.4672595
2018-06-16,46.30268964,8.55740988,92.40011473,12.02420873,8.422694178,1.466282695
2018-06-17,102.6972482,8.5415387,113.7483358,11.06952919,12.75594362,2.808673242
2018-06-18,113.5690484,32.85546355,209.8878454,12.96157899,18.74883755,3.432954841
2018-06-19,128.359656,38.43646077,225.7224969,11.58748267,13.74439602,4.434335977
2018-06-20,123.0767714,44.27182434,229.1035133,11.1149972,10.55857117,4.251832487
2018-06-21,148.0443389,31.20245118,228.2000752,14.32492375,11.76573469,4.475070779
2018-06-22,117.1725778,10.54286067,161.8277796,12.40635509,7.630432665,4.047865143
2018-06-23,129.6431629,28.48860769,214.5019857,11.18413003,6.381669598,4.478676238
2018-06-24,133.8970119,34.12556044,207.8190647,12.00395505,9.044900722,4.625630478
2018-06-25,129.3689198,35.10550267,224.9020776,10.84709852,8.423456058,4.469202188
2018-06-26,136.4978166,16.03331505,219.7393734,13.42796154,11.11655731,4.715478351
2018-06-27,132.2226562,7.444799184,204.4849402,14.88140791,11.37538757,4.567787882
2018-06-28,132.5797603,6.975154584,189.5929775,15.46965425,10.96915377,4.580124466
2018-06-29,133.323071,22.66832079,217.7925326,13.29709485,10.83287792,4.605803012
2018-06-30,139.4823532,27.4988069,214.0932518,12.00811172,8.287249327,4.818582694
2018-07-01,131.9633244,31.46028422,218.8874079,12.14463877,10.55656856,4.558828961
2018-07-02,133.5705954,29.24582709,217.5123426,12.24689792,10.30818803,4.614354036
2018-07-03,93.61975692,18.94955197,158.4956895,13.01183617,7.970989977,3.234205117
2018-07-04,111.8145258,18.61780784,180.0693701,13.51704233,10.38470312,3.862764907
2018-07-05,77.35285851,3.616715029,130.3056572,15.2836757,9.138361047,2.672245892
2018-07-06,121.5732723,24.48433285,200.9344791,16.0612526,13.67886859,3.849901306
2018-07-07,78.98824559,6.341884768,119.9228767,13.74491271,8.152772492,2.728742271
2018-07-08,137.4844505,11.23023871,116.3829835,14.56495181,1.859192776,3.16637519
2018-07-09,173.6844027,19.88121423,237.5249663,19.34685988,15.65084208,4.500099678
2018-07-10,116.2281574,6.259901894,117.9195909,14.35323908,8.896899566,3.513334145
2018-07-11,144.7658033,10.08982647,149.4510471,17.00768438,7.831181018,3.33407048
2018-07-12,77.66362059,0.608231577,104.933866,13.76623558,9.718558676,2.682981535
2018-07-13,146.055471,20.26009022,178.4245951,17.06840183,13.31279322,3.78424411
2018-07-14,136.3930026,14.06583408,207.152197,17.0836127,18.94474661,4.711857428
2018-07-15,56.53278404,6.529294611,82.29082718,14.67462588,10.99714714,1.95299182
2018-07-16,138.5513909,21.44792073,176.6293642,17.54555718,9.244240206,3.190947667
2018-07-17,124.6816214,13.00456346,186.4339902,14.7916386,12.08763705,4.307273926
2018-07-18,154.7116817,7.429597971,197.0404998,15.24146715,8.338943807,5.122002096
2018-07-19,139.2314826,3.997453649,201.4778388,16.13668278,11.40613873,4.809916074
2018-07-20,85.26878926,4.716142086,125.6958823,14.662861,6.369419978,2.945711072
2018-07-21,119.2191083,18.93282991,188.1621504,15.64653493,8.645606061,3.946958084
2018-07-22,152.83245,19.10062827,214.6459288,17.09505403,14.91709636,5.27977756
2018-07-23,149.0696911,9.929816518,190.6298423,17.92289402,11.21227322,4.291490507
2018-07-24,133.8861696,14.45212892,189.827199,16.17323926,9.867869147,4.62525592
2018-07-25,119.4633013,2.64885678,144.4528732,15.67806292,8.427585561,4.127000892
2018-07-26,124.8415897,10.25501783,167.0203949,15.17099963,6.187304465,4.133100211
2018-07-27,106.8484194,11.14984191,144.9219956,12.69912084,2.992799836,3.691204892
2018-07-28,85.38671262,8.952529213,130.9454349,11.8407543,2.410275626,2.949784874
2018-07-29,134.6661299,22.05182752,148.5271477,15.10933547,2.734550092,3.101467047
2018-07-30,136.7645407,20.29129365,201.9941769,12.71202472,5.294453036,4.72469265
2018-07-31,113.3677555,21.31557012,181.7396529,12.89349706,4.80904325,3.916423061
2018-08-01,89.17916777,-3.863223336,105.6282145,13.12681925,0.825999859,3.080799718
2018-08-02,99.23192529,4.73294115,149.9431497,14.78586132,5.343052665,3.428084105
2018-08-03,12.78204403,-3.71270749,70.08046105,12.81039283,11.60648556,0.202386623
2018-08-04,,,130.4764986,,3.504120043,
2018-08-05,,,164.0719771,,8.615038926,
2018-08-06,,,177.4065397,,8.456773383,
2018-08-07,,,182.7062112,,6.517240813,
2018-08-08,,,178.3579103,,6.655066733,
2018-08-09,,,154.0823088,,7.53056292,
2018-08-10,,,118.9957897,,4.33267364,
2018-08-11,,,157.2617857,,5.680397661,
2018-08-12,,,154.3021993,,7.085047408,
2018-08-13,,,140.2702027,,6.351771979,
2018-08-14,,,149.5091776,,7.427105531,
2018-08-15,,,128.7829383,,5.420071911,
2018-08-16,,,81.25941167,,3.35240645,
2018-08-17,,,128.2072378,,5.794369817,
2018-08-18,,,123.900753,,4.79164535,
2018-08-19,,,177.0035157,,2.773056723,
2018-08-20,,,169.3406223,,3.687340051,
2018-08-21,,,69.84844539,,1.63074962,
2018-08-22,,,80.34955378,,4.818406728,
2018-08-23,,,179.4285013,,8.158212757,
2018-08-24,26.92778596,-15.8935898,170.5284475,13.76412062,9.377642209,0.232563045
2018-08-25,58.57673374,15.88341399,110.2699528,12.36658587,5.114432605,2.023602477
2018-08-26,93.0228597,39.78918566,130.9315612,13.40799177,2.278900639,2.677987165
2018-08-27,76.74225905,13.48577986,103.6564545,12.03648676,3.151116279,2.651152012
2018-08-28,92.52657186,52.97262045,170.6839661,10.91471933,0.758153181,3.196439748
2018-08-29,81.41701444,48.47785017,158.8415951,10.82255606,-0.437930589,2.81264696
2018-08-30,75.47818657,41.08472681,152.2557177,12.2661225,3.056629956,2.607483135
2018-08-31,49.32590615,8.166595046,65.20507981,11.34070039,-1.355583427,1.704021708
2018-09-01,60.90535292,55.20982332,163.9768076,11.2805652,4.831740052,2.104047378
2018-09-02,53.00278518,24.18571469,94.82878138,9.478955983,-0.709187033,1.831043838
2018-09-03,33.01800785,18.71641221,66.95736122,8.853539761,-0.897485795,1.140646093
2018-09-04,34.60551589,9.424159756,64.9357617,11.0709306,-2.322091104,1.095864398
2018-09-05,42.48679096,9.091306044,54.59716676,8.53025867,-1.415946406,1.284286844
2018-09-06,76.33432835,51.1576347,123.3936997,12.61481524,-0.304840401,1.758039709
2018-09-07,83.57597529,96.41087841,162.188728,15.09902538,2.445492898,1.804519258
2018-09-08,47.61618938,37.37417697,120.5833261,11.82968206,-0.455666525,1.576417625
2018-09-09,50.25521731,40.67436196,132.002234,12.17284385,4.316922793,1.73612586
2018-09-10,41.92851845,36.45441398,115.4293891,11.50171871,-0.310906439,1.44847021
2018-09-11,36.54920031,45.32210513,110.4022699,12.29998334,1.080821092,1.262635308
2018-09-12,47.48845325,67.63583034,143.2135508,12.40315855,0.941755638,1.640544726
2018-09-13,35.92697187,59.53706168,139.9897698,11.30014992,0.09242956,1.189425538
2018-09-14,33.45517439,59.25845318,139.8708453,10.36367181,-1.08782583,1.155748528
2018-09-15,33.49800511,71.483141,140.6160074,11.90974075,1.284127016,1.157228165
2018-09-16,30.09390321,66.37236374,123.5807655,12.68929234,2.063710332,1.039629443
2018-09-17,23.68182992,42.04016112,95.58225042,12.25766167,0.034603408,0.818116795
2018-09-18,30.1583668,58.94460273,124.4613161,13.03518443,2.889190456,1.041856414
2018-09-19,22.55006511,18.08629237,55.11771428,8.95303263,-4.740911642,0.779018643
2018-09-20,48.91184288,59.73156064,144.8610918,10.94852673,3.994685,1.689717403
2018-09-21,33.38150767,62.8123921,127.9020156,8.493168394,-4.359866981,1.153203624
2018-09-22,32.6967076,61.36052124,126.0567681,8.445336035,-4.912423458,1.129546396
2018-09-23,28.62620302,59.99552205,112.6766204,8.894921806,7.140095754,0.988926006
2018-09-24,24.12675092,12.40543478,58.35335523,9.244001735,-0.895890404,0.764029857
2018-09-25,30.0959192,52.7628757,122.8792156,5.765874329,-5.35949257,0.953057497
2018-09-26,25.74004439,73.16923011,119.8516973,6.002994329,-7.894042113,0.889220246
2018-09-27,23.44999971,69.74002355,117.2369293,7.06892163,-6.496259717,0.810107947
2018-09-28,24.79915882,63.53599514,116.2019083,7.733417449,-4.988121084,0.856716242
2018-09-29,22.36002152,65.05609356,112.8375149,8.748654138,-3.919214048,0.772453362
2018-09-30,20.84861417,67.86454573,111.2979575,10.01040092,-0.887337961,0.72024001
2018-10-01,9.650369467,6.857078514,33.99699522,9.491659373,0.805632901,0.291710488
2018-10-02,-0.149810994,-1.463100745,25.60474988,7.0522295,0.962531099,-0.001078208
2018-10-03,53.72559701,65.6765509,113.7362918,12.5070397,7.267976705,1.00534104
2018-10-04,39.06501192,24.19401539,77.84345648,8.025099042,-0.256951214,1.293315868
2018-10-05,26.42899221,26.99342238,52.97846294,5.927757222,-5.021798045,0.798893167
2018-10-06,36.96202678,17.22826132,51.96683708,7.475885909,-5.154915446,0.851264591
2018-10-07,32.81211725,47.92160401,97.24286198,7.568336836,0.304470687,1.133533359
2018-10-08,16.06796315,8.188503774,30.4256326,2.7282847,-8.026229698,0.485700925
2018-10-09,20.9878106,29.40932863,63.80711797,1.387710308,-12.58311214,0.664627989
2018-10-10,27.27205805,38.03833091,52.45910323,1.593509125,-11.810214,0.471072734
2018-10-11,5.728660564,-0.09779647,5.792114895,1.861004551,-10.39951901,0.098951674
2018-10-12,9.205232648,31.34158414,45.41280631,2.02337894,-10.28550216,0.225253994
2018-10-13,22.95425049,42.09283623,84.35689225,4.266435483,-12.82465823,0.462572661
2018-10-14,25.55860282,35.09316514,62.54701171,0.380739626,-10.08535588,0.84616246
2018-10-15,11.60298197,11.63816248,64.98757122,-6.20079495,-15.2043799,0.334032268
2018-10-16,13.03647417,21.25911102,73.13890106,-3.051603895,-15.18320219,0.356535319
2018-10-17,13.66800602,14.53584897,53.68683047,2.322937054,-10.31089616,0.472177417
2018-10-18,15.59850411,21.88551511,66.93592695,4.141760907,-1.099221424,0.538868755
2018-10-19,33.29422529,59.00844501,91.03276395,5.165693885,-5.206343731,0.766792234
2018-10-20,20.02793565,44.48457031,82.45048365,2.116140174,-8.240541052,0.691888701
2018-10-21,19.27463287,49.97383836,89.12703227,3.178677611,-6.640106617,0.665864966
2018-10-22,21.50164984,38.75728844,69.05398533,5.918122034,-5.325736449,0.557099924
2018-10-23,34.54348868,20.5646681,68.23542163,5.631201765,4.971170331,1.143622896
2018-10-24,46.74978961,29.91975984,70.20291418,6.015816344,2.651690951,1.143977259
2018-10-25,17.55916272,28.46240948,53.63023673,3.104319666,-5.662818071,0.606602023
2018-10-26,24.79772492,62.91023087,78.37148396,4.633768409,-7.18919092,0.64250003
2018-10-27,17.33471438,47.91100117,79.90301844,3.129179806,-8.515505808,0.59884819
2018-10-28,18.64035959,39.59428723,74.11546135,3.944989004,-8.316965089,0.590290476
2018-10-29,20.40674175,33.50156813,61.07630793,3.830099757,-9.415843554,0.704975005
2018-10-30,7.742643348,0.328700434,12.7321242,0.67679781,-11.37512899,0.14488433
2018-10-31,23.25025347,23.93746047,59.84355159,-0.410351017,-7.385832144,0.769740499
2018-11-01,28.32407137,9.357186959,34.56784832,-0.49212026,-11.92022551,0.978488511
2018-11-02,23.70812331,18.52432165,70.05502588,3.954507727,-5.036779996,0.819025131
2018-11-03,21.62741545,18.15995305,43.28758495,-0.549613798,-6.293396635,0.74714462
2018-11-04,9.418577929,10.16052611,22.42034724,-3.398253876,-10.42783928,0.311818574
2018-11-05,17.43075144,24.66310868,42.86062634,-1.57014996,-7.416358979,0.602165904
2018-11-06,19.75813485,24.63726561,38.81825813,-2.246777348,-7.939664656,0.682568113
2018-11-07,11.62475702,35.14804235,34.24420188,-7.539858533,-9.707834885,0.351392095
2018-11-08,12.14891243,29.71487262,19.29268761,-8.10234559,-9.46139151,0.419698534
2018-11-09,11.0548028,49.33118428,32.76760625,-7.968248892,-9.056512729,0.254600816
2018-11-10,12.7445472,35.37347343,46.01274168,-4.741789372,-13.17535458,0.238482531
2018-11-11,11.40339241,18.27922426,14.83672365,-6.070516665,-7.554118219,0.393943664
2018-11-12,0.664997145,2.503846016,39.96958251,-10.70463736,-7.160093417,0.00957213
2018-11-13,9.132459891,63.51332048,40.07535817,-6.286216774,-6.867740688,0.197182261
2018-11-14,6.804250378,35.03423443,40.4207899,-5.996870096,-6.200587229,0.235060869
2018-11-15,10.76250586,30.68992864,36.71468701,-4.185273242,-5.73573551,0.371803481
2018-11-16,8.57994328,22.62697097,21.81278104,-3.672930453,-5.538805677,0.296404278
2018-11-17,13.01821823,29.32122922,54.54468942,-2.853131516,-5.192288865,0.44972973
2018-11-18,13.77876038,25.53145807,103.2737115,-3.800602999,-4.854569875,0.476003557
2018-11-19,10.16019814,25.96687088,28.36198688,-7.004043177,-5.308594479,0.350996049
2018-11-20,9.408007867,25.3304481,28.99461552,-5.775242935,-5.832122406,0.325010748
2018-11-21,7.855247381,27.89790859,26.78833497,-5.298571156,-7.438948604,0.271368802
2018-11-22,8.294086039,8.191739353,7.71315738,-5.172656874,-4.328208219,0.238774168
2018-11-23,11.25497816,7.702567816,17.40606303,-3.058495902,-2.014270229,0.388816519
2018-11-24,14.65237211,-6.332507383,-11.60293128,-5.327339791,-1.646385417,0.210909794
2018-11-25,2.592339467,20.02494423,14.5413024,-9.408183617,-1.810966958,0.055972144
2018-11-26,1.652526697,23.2002201,37.91112439,-12.33597583,-3.048948542,0.028544244
2018-11-27,3.788181263,19.83634637,39.89493118,-8.051086648,-5.238004115,0.087244798
2018-11-28,2.410369541,9.665476995,9.695053032,-4.514339219,-5.975992344,0.052043165
2018-11-29,-2.893873102,18.12781642,-18.61992103,-1.449997336,-5.072928833,-0.004165511
2018-11-30,8.876837429,2.692083177,-19.36663655,-2.811418911,-4.596609063,0.153330419
2018-12-01,4.763991104,9.153138834,10.32404568,-9.620303723,-4.34507225,0.096003659
2018-12-02,5.960644386,33.78298523,23.47526923,-8.939940609,-4.321045625,0.060059272
2018-12-03,1.649839196,3.867059163,-13.38850901,-9.062170458,-4.419189042,0.007124456
2018-12-04,,,2.170202906,,-4.412450635,
2018-12-05,1.966492705,12.60548951,-4.572649985,-8.773258041,-4.234870906,0.048120493
2018-12-06,,,-19.05325507,,-4.246098469,
2018-12-07,,,-3.720781726,,-4.19063351,
2018-12-08,,,5.812738694,,-4.066582948,
2018-12-09,10.63446049,-1.568330609,22.21666274,-4.19608824,-4.015899063,0.107152501
2018-12-10,1.860732816,33.69781438,9.930514344,-10.46871298,-3.733577802,0.024105455
2018-12-11,-0.381438242,12.28627809,9.923956439,-8.301301783,-3.659583781,-0.01153008
2018-12-12,6.251296113,2.35620713,-0.665718977,-7.7279689,-3.593134375,0.107979205
2018-12-13,1.277049943,7.423522208,-19.12657075,-9.75117904,-3.603934313,0.01654395
2018-12-14,0.71554405,20.57670464,17.2914068,-10.46621992,-3.481401979,0.013389629
2018-12-15,1.300396599,15.32646032,4.257048594,-9.268453857,-3.042002756,0.029949158
2018-12-16,0.521772591,16.75583747,8.387006563,-10.3569431,-2.986627878,0.015772094
2018-12-17,5.61716405,13.33534474,1.759341281,-5.206061937,-3.390772531,0.129367713
2018-12-18,2.381512751,-0.022244417,0.280735729,-5.062868651,-3.598080854,0.082272172
2018-12-19,13.00145679,-13.70266948,-5.519309679,-3.026116244,-3.72280476,0.449150686
2018-12-20,1.100171098,9.623164592,-7.39633801,-8.971113357,-3.60821426,0.030088646
2018-12-21,3.685042682,4.990641577,5.061553228,-7.515063543,-3.547642073,0.127304153
2018-12-22,10.62279629,-4.035020577,-7.388129348,-4.825120197,-3.762100875,0.214069945
2018-12-23,0.681327838,14.14716452,7.81741142,-9.508127661,-3.758471781,0.010787918
2018-12-24,-0.872065888,15.06956051,-23.99979269,-8.356987884,-3.756454302,-0.006276364
2018-12-25,3.798245728,15.37801332,-13.55884923,-2.478235944,-3.716143365,0.060140156
2018-12-26,-1.138302953,-3.277023738,8.517996483,-4.070949779,-3.627368156,-0.032770017
2018-12-27,1.406925355,32.21411702,21.68141915,-10.9610214,-3.473872177,0.012150975
2018-12-28,1.532334272,20.41826509,12.88553956,-9.064347645,-3.580675573,0.015439754
2018-12-29,,,46.806129,,-3.555392667,
2018-12-30,0.489761323,27.80033582,20.14481352,-12.60936409,-3.41533774,0.007754717
2018-12-31,4.135274641,2.218687651,-13.37937433,-9.071612349,-3.280050656,0.059524145
2019-01-01,-0.045260851,0.211129138,29.20590897,-12.89565611,-4.016308646,-0.000260598
2019-01-02,,42.5897769,58.41368467,-14.09179548,-3.158900396,
2019-01-03,,18.4875361,25.63174688,-12.87514768,-3.203376604,
2019-01-04,,6.73679164,20.64118875,-9.471865648,-3.136787594,
2019-01-05,,9.553339228,16.85141304,-4.22387302,-3.139672948,
2019-01-06,,-2.199021394,-17.83443758,-3.124485093,-3.1808235,
2019-01-07,,-9.077185105,-29.55462858,-4.010970133,-3.174612406,
2019-01-08,,12.06657517,26.60209649,-9.039681805,-3.251180438,
2019-01-09,,10.68756032,17.76049899,-5.498700408,-3.222576677,
2019-01-10,,17.56074917,13.86608695,-2.589099591,-3.25271951,
2019-01-11,,-9.854676278,-17.42702767,-3.72425975,-3.188939917,
2019-01-12,,-0.349938255,13.64507822,-9.555247036,-3.165777281,
2019-01-13,,16.34614398,36.72141863,-10.16205234,-3.15820024,
2019-01-14,,22.94566482,22.52423543,-12.90302975,-3.246017052,
2019-01-15,,6.72789344,23.90812266,-11.28749811,-3.153323333,
2019-01-16,,1.3803584,-31.40642398,-6.157382562,-3.063685115,
2019-01-17,,20.06570335,-9.41290725,-1.953871318,-3.246931375,
2019-01-18,,-10.76362626,-1.589957896,-4.011256319,-3.220885375,
2019-01-19,,4.876415468,7.708487939,-9.086516911,-3.238314917,
2019-01-20,,7.416999686,9.64501519,-7.934993588,-3.212448594,
2019-01-21,,-1.851164396,9.61113621,-7.978591591,-3.136708271,
2019-01-22,,-16.88009422,-11.61390322,-9.276480521,-3.178129281,
2019-01-23,,-2.746183055,8.623948656,-7.735008741,-3.204442427,
2019-01-24,,-3.618874985,-3.369142286,-8.736968803,-3.185866021,
2019-01-25,,-9.002790083,-12.5749585,-9.054999299,-3.191173844,
2019-01-26,,-20.21121602,2.374377063,-6.119796226,-3.059831625,
2019-01-27,,-3.793938655,-3.101435795,-3.049619544,-3.012773531,
2019-01-28,,-12.59063002,-12.90740981,-6.727380862,-3.150752406,
2019-01-29,,21.91217275,-9.929840146,-11.8114129,-3.166371115,
2019-01-30,,3.988535953,-9.268366226,-11.08645677,-3.106060333,
2019-01-31,,22.13505356,-7.936876625,-9.309522731,-2.994733427,
2019-02-01,,18.43999424,-1.79780524,-10.50936018,-3.050787063,
2019-02-02,,1.852250199,2.089758592,-10.19708573,-3.114151583,
2019-02-03,,-5.002193063,-35.71982953,-1.861151926,-2.931124677,
2019-02-04,,-3.455179494,-2.924346207,-1.072219772,-3.000379438,
2019-02-05,,-9.950262669,1.084468675,-2.1493015,-2.909405844,
2019-02-06,,-2.067091099,-0.155933523,-7.735653384,-2.842230396,
2019-02-07,,8.998115519,3.861310853,-13.0916168,-2.80645924,
2019-02-08,,,1.268461347,,-2.688430198,
2019-02-09,5.371589578,-10.45496879,-12.16873761,-4.74762423,-4.434140344,0.085051958
2019-02-10,4.190687595,-4.435521726,-17.65142833,-7.44264621,-2.864280917,0.054289595
2019-02-11,11.34853067,0.044263367,-0.958916245,-8.437945395,-2.930356031,0.0980121
2019-02-12,1.241783098,8.189210932,4.982703749,-10.29612671,-2.933302281,0.021449432
2019-02-13,3.287478085,0.250859299,7.680925821,-6.84015302,-2.902433354,0.080445285
2019-02-14,1.5069271,2.657835712,4.739275176,-0.823518113,-3.14007125,0.021691074
2019-02-15,6.627217038,-6.338063541,-10.44505493,-2.375927555,-3.511626594,0.181248159
2019-02-16,6.412505423,-6.580793157,-14.6939965,-7.08534866,-3.760797969,0.175375998
2019-02-17,1.336689279,10.51585743,23.65157411,-13.17817777,-3.598345063,0.017316566
2019-02-18,5.816979954,-2.811128038,30.03100877,-9.323720663,-3.480692583,0.100477223
2019-02-19,1.396420013,-13.09456696,-48.44656478,-11.33042011,-3.188683052,0.008040163
2019-02-20,0.584696745,0.005107796,9.439139834,-13.14136266,-3.167534906,0.00504976
2019-02-21,10.06050922,-6.887651328,17.77252291,-6.400346346,-3.367898469,0.159294748
2019-02-22,2.852145387,-8.446279145,-8.319945513,-5.740623973,-3.241414271,0.049265366
2019-02-23,4.425039075,-24.81569601,-7.914608726,-9.234091347,-3.180108563,0.101912135
2019-02-24,1.164707886,11.94663037,-3.01985349,-11.64364007,-3.122245885,0.016765088
2019-02-25,1.797178955,9.147313646,5.090980427,-8.750519414,-3.200196146,0.033629738
2019-02-26,1.435344856,10.91721909,7.857014381,-7.435747694,-3.125439865,0.028924982
2019-02-27,4.054764863,-2.261898135,7.178463351,-5.668069686,-3.168327094,0.134240116
